shrid2,secc_cons_urban,secc_cons_pc_urban,secc_pov_rate_urban,secc_pov_rate_tend_urban,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
11-01-001-00001-800001,127354.25,21508.24609375,0.15272165834903717,0.20418350398540497,0.0,0.0,1.0,1.0
11-01-001-00002-800002,123583.109375,19900.716796875,0.16842202842235565,0.22145232558250427,0.0,0.0,1.0,1.0
11-01-002-00005-800016,102612.7265625,16936.912109375,0.21918721497058868,0.31728848814964294,0.0,0.0,1.0,1.0
11-01-002-00005-800017,107731.875,14269.0087890625,0.39894551038742065,0.5483304262161255,0.0,0.0,1.0,1.0
11-01-002-00006-800018,107600.5390625,16492.419921875,0.25592195987701416,0.3455643355846405,0.0,0.0,1.0,1.0
11-01-002-00007-800019,110114.8515625,18751.953125,0.11907810717821121,0.13060179352760315,0.0,0.0,1.0,1.0
11-01-002-00008-800020,136415.578125,18195.111328125,0.07369158416986465,0.13390512764453888,0.0,0.0,1.0,1.0
11-01-003-00010-800047,135339.078125,31301.958984375,0.04178773984313011,0.05756191909313202,0.0,0.0,1.0,1.0
11-01-004-00013-800048,126217.125,23673.03515625,0.14537736773490906,0.18716010451316833,0.0,0.0,1.0,1.0
11-01-005-00016-800062,129030.9375,28370.287109375,0.06758511811494827,0.0838203951716423,0.0,0.0,1.0,1.0
11-01-006-00020-800064,113766.7578125,24605.248046875,0.06081390008330345,0.08641975373029709,0.0,0.0,1.0,1.0
11-01-006-00022-800065,151124.1875,29881.0859375,0.030735090374946594,0.040110956877470016,0.0,0.0,1.0,1.0
11-01-006-00025-800066,145399.703125,31936.94140625,0.053057555109262466,0.06115107983350754,0.0,0.0,1.0,1.0
11-01-006-00026-800067,155241.875,34002.84375,0.012655147351324558,0.020442930981516838,0.0,0.0,1.0,1.0
11-01-007-00027-800081,107700.359375,20054.07421875,0.21398913860321045,0.2516767680644989,0.0,0.0,1.0,1.0
11-01-007-00028-800082,131027.734375,27773.822265625,0.10734463483095169,0.12973424792289734,0.0,0.0,1.0,1.0
11-01-007-00030-800083,141924.765625,31263.93359375,0.05546751245856285,0.07606972754001617,0.0,0.0,1.0,1.0
11-01-007-00030-800084,149905.21875,30731.310546875,0.04835912585258484,0.061112940311431885,0.0,0.0,1.0,1.0
11-01-007-00030-800085,99504.078125,20015.525390625,0.19937925040721893,0.24549216032028198,0.0,0.0,1.0,1.0
11-01-007-00031-800086,138250.625,29489.1328125,0.03594222292304039,0.04417198523879051,0.0,0.0,1.0,1.0
11-01-008-00032-800003,135053.375,23484.220703125,0.08768373727798462,0.12098968029022217,0.0,0.0,1.0,1.0
11-01-008-00033-800004,112808.7734375,17373.62890625,0.17914675176143646,0.24800850450992584,0.0,0.0,1.0,1.0
11-01-008-00034-800005,135103.265625,20540.251953125,0.113591268658638,0.15889550745487213,0.0,0.0,1.0,1.0
11-01-008-00035-800006,134696.5,24111.4921875,0.08617835491895676,0.12165415287017822,0.0,0.0,1.0,1.0
11-01-008-00037-800007,105922.90625,19390.919921875,0.15123777091503143,0.19450801610946655,0.0,0.0,1.0,1.0
11-01-008-00039-800008,117744.921875,20093.9765625,0.14917127788066864,0.1767955869436264,0.0,0.0,1.0,1.0
11-01-008-00039-800009,220901.953125,50977.375,0.0,0.0,0.0,0.0,1.0,1.0
11-01-009-00041-800010,100308.9296875,17310.759765625,0.34565070271492004,0.4069388210773468,0.0,0.0,1.0,1.0
11-01-009-00042-800011,84128.1640625,13240.9169921875,0.46577396988868713,0.537823498249054,0.0,0.0,1.0,1.0
11-01-009-00042-800012,94520.390625,15495.267578125,0.3305370509624481,0.3958447575569153,0.0,0.0,1.0,1.0
11-01-010-00043-800014,183737.421875,33271.62109375,0.01331984531134367,0.017872197553515434,0.0,0.0,1.0,1.0
11-01-011-00047-800015,121022.34375,18614.462890625,0.22286079823970795,0.2728820741176605,0.0,0.0,1.0,1.0
11-01-012-00048-800022,150534.890625,27041.50390625,0.03562034294009209,0.052663303911685944,0.0,0.0,1.0,1.0
11-01-012-00048-800023,115854.6328125,20289.859375,0.0987403467297554,0.13084112107753754,0.0,0.0,1.0,1.0
11-01-012-00049-800024,105527.59375,14909.8720703125,0.37068718671798706,0.44696322083473206,0.0,0.0,1.0,1.0
11-01-012-00050-800025,120930.25,23843.173828125,0.07295528799295425,0.09912759065628052,0.0,0.0,1.0,1.0
11-01-013-00052-800027,115740.78125,20632.36328125,0.1160714253783226,0.1600215584039688,0.0,0.0,1.0,1.0
11-01-014-00053-800028,98290.1875,20066.84375,0.10297940671443939,0.16196760535240173,0.0,0.0,1.0,1.0
11-01-014-00054-800030,115689.5390625,22704.54296875,0.09306654334068298,0.13925081491470337,0.0,0.0,1.0,1.0
11-01-014-00055-800032,106404.5859375,20296.671875,0.2005877047777176,0.24032196402549744,0.0,0.0,1.0,1.0
11-01-014-00055-800034,102156.2421875,19495.71484375,0.15113672614097595,0.2156580239534378,0.0,0.0,1.0,1.0
11-01-014-00055-800035,102526.6484375,19614.041015625,0.15808416903018951,0.1979512721300125,0.0,0.0,1.0,1.0
11-01-014-00057-800037,96663.875,18215.974609375,0.17719602584838867,0.23279964923858643,0.0,0.0,1.0,1.0
11-01-014-00058-800038,105066.6484375,18715.966796875,0.14647530019283295,0.20754185318946838,0.0,0.0,1.0,1.0
11-01-014-00058-800039,104278.28125,18557.935546875,0.1723574995994568,0.23454248905181885,0.0,0.0,1.0,1.0
11-01-015-00059-800040,97823.7109375,18718.71484375,0.21169202029705048,0.2653307318687439,0.0,0.0,1.0,1.0
11-01-015-00059-800041,94977.6484375,17009.869140625,0.22640575468540192,0.3055899441242218,0.0,0.0,1.0,1.0
11-01-015-00059-800042,95973.96875,18263.05078125,0.15223336219787598,0.20533272624015808,0.0,0.0,1.0,1.0
11-01-015-00059-800043,98057.859375,18791.87109375,0.14316684007644653,0.19302809238433838,0.0,0.0,1.0,1.0
11-01-015-00059-800044,94640.2578125,17719.57421875,0.15128253400325775,0.24358734488487244,0.0,0.0,1.0,1.0
11-01-015-00059-800045,104830.5,19261.90234375,0.15754009783267975,0.21786096692085266,0.0,0.0,1.0,1.0
11-01-015-00060-800046,88100.2890625,15617.4677734375,0.29519006609916687,0.3579001724720001,0.0,0.0,1.0,1.0
11-01-016-00062-800049,123951.7421875,29065.57421875,0.05733944848179817,0.07454128563404083,0.0,0.0,1.0,1.0
11-01-016-00065-800050,133970.125,26763.814453125,0.06754817813634872,0.08558835834264755,0.0,0.0,1.0,1.0
11-01-017-00066-800051,111959.1484375,23793.193359375,0.07697456330060959,0.09672021120786667,0.0,0.0,1.0,1.0
11-01-017-00067-800052,135714.15625,26973.453125,0.0508580356836319,0.06833073496818542,0.0,0.0,1.0,1.0
11-01-018-00068-800054,130811.3828125,26110.505859375,0.08070205897092819,0.10117869824171066,0.0,0.0,1.0,1.0
11-01-019-00072-800055,156941.9375,33076.0859375,0.03221205621957779,0.042664166539907455,0.0,0.0,1.0,1.0
11-01-019-00073-800056,91424.7578125,16130.35546875,0.31210190057754517,0.38152867555618286,0.0,0.0,1.0,1.0
11-01-019-00073-800057,142463.84375,28636.671875,0.06363636255264282,0.07626262307167053,0.0,0.0,1.0,1.0
11-01-019-00074-800058,128084.8125,27029.779296875,0.14860790967941284,0.17290300130844116,0.0,0.0,1.0,1.0
11-01-020-00077-800059,154281.609375,30366.068359375,0.02876318246126175,0.03657033294439316,0.0,0.0,1.0,1.0
11-01-020-00077-800060,107812.1953125,20611.154296875,0.08235294371843338,0.11764705926179886,0.0,0.0,1.0,1.0
11-01-020-00077-800061,158684.546875,29803.2578125,0.03726370260119438,0.04827961325645447,0.0,0.0,1.0,1.0
11-01-021-00078-800068,126569.1015625,27871.025390625,0.0741477981209755,0.09156506508588791,0.0,0.0,1.0,1.0
11-01-021-00078-800069,154635.578125,30780.068359375,0.04960017278790474,0.060082126408815384,0.0,0.0,1.0,1.0
11-01-021-00078-800070,100217.453125,22991.0625,0.12102941423654556,0.1601470559835434,0.0,0.0,1.0,1.0
11-01-021-00079-800073,129484.6640625,26542.841796875,0.024941543117165565,0.03273577615618706,0.0,0.0,1.0,1.0
11-01-021-00080-800074,137555.15625,28769.4609375,0.058696530759334564,0.07745243608951569,0.0,0.0,1.0,1.0
11-01-021-00081-800075,156715.921875,31834.033203125,0.024738991633057594,0.03994552791118622,0.0,0.0,1.0,1.0
11-01-022-00082-800077,160204.234375,33425.42578125,0.011710374616086483,0.016658419743180275,0.0,0.0,1.0,1.0
11-01-022-00082-800078,155401.09375,31387.26953125,0.009330405853688717,0.016190998256206512,0.0,0.0,1.0,1.0
11-01-022-00082-800079,147531.359375,30986.69921875,0.02199789136648178,0.030435437336564064,0.0,0.0,1.0,1.0
11-01-022-00082-800080,125143.515625,26542.48046875,0.09879583865404129,0.11740558594465256,0.0,0.0,1.0,1.0
11-02-023-00087-800087,163780.421875,43696.68359375,0.0,0.0,0.0,0.0,1.0,1.0
11-02-023-00087-800088,134395.53125,35482.2265625,0.06109865382313728,0.0759529173374176,0.0,0.0,1.0,1.0
11-02-023-00088-800089,149982.109375,43140.015625,0.012096773833036423,0.012096773833036423,0.0,0.0,1.0,1.0
11-02-023-00088-800090,143961.21875,34898.25,0.032651714980602264,0.03825857490301132,0.0,0.0,1.0,1.0
11-02-023-00090-800091,161397.265625,37797.703125,0.02863922342658043,0.03520582616329193,0.0,0.0,1.0,1.0
11-02-024-00093-800092,154028.484375,34158.609375,0.030759302899241447,0.04495590552687645,0.0,0.0,1.0,1.0
11-02-024-00099-800093,152990.9375,44889.63671875,0.008447358384728432,0.013770953752100468,0.0,0.0,1.0,1.0
11-02-024-00099-800094,141755.125,35385.80859375,0.0433482825756073,0.05775241181254387,0.0,0.0,1.0,1.0
11-02-024-00100-800095,144030.09375,35017.25390625,0.0469147227704525,0.05650566145777702,0.0,0.0,1.0,1.0
11-02-024-00101-800096,156043.328125,38009.18359375,0.02738788165152073,0.03269428387284279,0.0,0.0,1.0,1.0
11-02-024-00103-800097,144416.8125,33619.86328125,0.042658090591430664,0.052090033888816833,0.0,0.0,1.0,1.0
11-02-024-00104-800098,154889.453125,34033.09375,0.04233035072684288,0.05084006115794182,0.0,0.0,1.0,1.0
11-02-024-00111-800099,168118.578125,40941.62890625,0.019495045766234398,0.026206456124782562,0.0,0.0,1.0,1.0
11-02-026-00117-800100,137083.9375,41500.78515625,0.01613716594874859,0.022524794563651085,0.0,0.0,1.0,1.0
11-02-026-00118-800101,156884.390625,41311.609375,0.024101171642541885,0.031516917049884796,0.0,0.0,1.0,1.0
11-02-026-00118-800102,140914.9375,32020.494140625,0.031332358717918396,0.04011712968349457,0.0,0.0,1.0,1.0
11-02-026-00120-800103,141139.421875,39114.8515625,0.01539645902812481,0.01539645902812481,0.0,0.0,1.0,1.0
11-02-027-00124-800104,167639.65625,42091.8671875,0.0028943559154868126,0.0048239268362522125,0.0,0.0,1.0,1.0
11-02-027-00129-800105,159554.578125,41355.3671875,0.005656981375068426,0.007199794519692659,0.0,0.0,1.0,1.0
11-02-027-00132-800106,166506.84375,40897.1328125,0.0207668524235487,0.027590947225689888,0.0,0.0,1.0,1.0
11-02-027-00133-800107,169161.75,47010.84375,0.010340266861021519,0.013867179863154888,0.0,0.0,1.0,1.0
11-02-027-00133-800108,130460.4140625,34069.28125,0.036093417555093765,0.05024769902229309,0.0,0.0,1.0,1.0
11-02-028-00140-800109,143693.265625,35058.6875,0.055587392300367355,0.0713467076420784,0.0,0.0,1.0,1.0
11-02-028-00141-800110,151728.6875,35077.46484375,0.02705361507833004,0.034677814692258835,0.0,0.0,1.0,1.0
11-02-028-00143-800111,171468.390625,43482.15625,0.014031982980668545,0.018266860395669937,0.0,0.0,1.0,1.0
11-02-028-00144-800112,147497.265625,29768.96484375,0.08637873828411102,0.09302325546741486,0.0,0.0,1.0,1.0
11-02-029-00148-800113,138005.75,30342.51953125,0.029428409412503242,0.04329371824860573,0.0,0.0,1.0,1.0
11-02-029-00148-800114,164661.375,37712.44921875,0.01635931059718132,0.020820939913392067,0.0,0.0,1.0,1.0
11-02-029-00150-800115,158024.125,36028.7109375,0.051181335002183914,0.06492888182401657,0.0,0.0,1.0,1.0
11-02-029-00150-800116,142745.359375,32401.279296875,0.04323554039001465,0.06164627522230148,0.0,0.0,1.0,1.0
11-02-029-00150-800117,132960.625,27219.283203125,0.06847839057445526,0.0896683856844902,0.0,0.0,1.0,1.0
11-02-030-00152-800118,165496.65625,40786.484375,0.0018446780741214752,0.008301051333546638,0.0,0.0,1.0,1.0
11-02-030-00154-800119,127685.2890625,27904.732421875,0.05298013240098953,0.06512141227722168,0.0,0.0,1.0,1.0
11-02-030-00155-800120,137925.03125,33090.29296875,0.03821656107902527,0.05095541477203369,0.0,0.0,1.0,1.0
11-02-030-00156-800121,159841.6875,38533.7734375,0.00696179922670126,0.016690468415617943,0.0,0.0,1.0,1.0
11-02-031-00158-800122,149749.171875,36153.88671875,0.05579868704080582,0.07476294785737991,0.0,0.0,1.0,1.0
11-02-031-00161-800123,160455.65625,38975.86328125,0.007737397216260433,0.012192262336611748,0.0,0.0,1.0,1.0
11-02-031-00162-800124,132511.40625,42875.92578125,0.011593691073358059,0.016478342935442924,0.0,0.0,1.0,1.0
11-02-031-00164-800125,152436.09375,39990.2890625,0.013751762919127941,0.017277855426073074,0.0,0.0,1.0,1.0
11-02-031-00164-800126,157335.625,46433.1953125,0.027599485591053963,0.03530167043209076,0.0,0.0,1.0,1.0
11-02-031-00165-800127,151658.78125,40708.94921875,0.006085192784667015,0.01149425283074379,0.0,0.0,1.0,1.0
11-02-031-00165-800128,172135.0625,45640.3359375,0.00827834103256464,0.011165449395775795,0.0,0.0,1.0,1.0
11-02-031-00165-800129,147483.109375,38526.91015625,0.020685579627752304,0.025413712486624718,0.0,0.0,1.0,1.0
11-02-032-00167-800130,138607.75,33531.2421875,0.03449762985110283,0.04829667881131172,0.0,0.0,1.0,1.0
11-02-032-00172-800131,156139.3125,38592.4609375,0.03481828793883324,0.04658069461584091,0.0,0.0,1.0,1.0
11-02-032-00173-800132,167328.0,40236.14453125,0.020754477009177208,0.027304043993353844,0.0,0.0,1.0,1.0
11-02-033-00177-800133,158561.75,45981.4921875,0.006478999275714159,0.009830205701291561,0.0,0.0,1.0,1.0
11-02-033-00179-800134,144977.734375,38072.7890625,0.016320474445819855,0.025222551077604294,0.0,0.0,1.0,1.0
11-02-033-00180-800135,157068.109375,39655.8125,0.007200720254331827,0.007200720254331827,0.0,0.0,1.0,1.0
11-02-033-00181-800136,147622.671875,38739.1953125,0.0,0.008917197585105896,0.0,0.0,1.0,1.0
11-02-033-00182-800137,156111.828125,48446.125,0.007018812466412783,0.009568879380822182,0.0,0.0,1.0,1.0
11-02-033-00184-800138,161871.515625,41870.17578125,0.0,0.0030013641808182,0.0,0.0,1.0,1.0
11-02-033-00185-800139,129496.046875,42281.41796875,0.011945392936468124,0.011945392936468124,0.0,0.0,1.0,1.0
11-02-033-00188-800140,140413.4375,40796.90234375,0.011085180565714836,0.01633605547249317,0.0,0.0,1.0,1.0
11-02-033-00189-800141,162147.796875,44190.1171875,0.0,0.0,0.0,0.0,1.0,1.0
11-02-033-00191-800142,155567.1875,38925.703125,0.0073234522715210915,0.013775065541267395,0.0,0.0,1.0,1.0
11-03-035-00201-800144,155775.578125,34418.6171875,0.024302631616592407,0.03220706805586815,0.0,0.0,1.0,1.0
11-03-035-00202-800146,170433.59375,36727.03125,0.023682227358222008,0.031031250953674316,0.0,0.0,1.0,1.0
11-03-035-00202-800147,166413.078125,37369.01171875,0.015347334556281567,0.02100161463022232,0.0,0.0,1.0,1.0
11-03-035-00203-800148,135563.5625,32334.482421875,0.05514063313603401,0.06578738242387772,0.0,0.0,1.0,1.0
11-03-035-00203-800149,153264.1875,32796.19921875,0.03261776268482208,0.0425540916621685,0.0,0.0,1.0,1.0
11-03-035-00203-800150,134103.484375,30745.06640625,0.030754894018173218,0.050326187163591385,0.0,0.0,1.0,1.0
11-03-035-00203-800151,153626.890625,33439.1796875,0.022605452686548233,0.022605452686548233,0.0,0.0,1.0,1.0
11-03-035-00204-800152,137720.0,40221.62890625,0.016511868685483932,0.019607843831181526,0.0,0.0,1.0,1.0
11-03-036-00205-800153,163057.90625,46663.4375,0.008639308623969555,0.01619870401918888,0.0,0.0,1.0,1.0
11-03-036-00205-800154,157958.203125,44398.36328125,0.008319739252328873,0.014192495495080948,0.0,0.0,1.0,1.0
11-03-036-00206-800155,170481.171875,38738.93359375,0.030145294964313507,0.03835052251815796,0.0,0.0,1.0,1.0
11-03-036-00206-800156,146050.46875,33395.52734375,0.009387176483869553,0.015409138984978199,0.0,0.0,1.0,1.0
11-03-036-00207-800157,146463.46875,31694.333984375,0.05788283050060272,0.06966222077608109,0.0,0.0,1.0,1.0
11-03-036-00208-800158,163959.265625,37503.25390625,0.014597401022911072,0.021889008581638336,0.0,0.0,1.0,1.0
11-03-037-00209-800159,148469.171875,31997.4765625,0.025761812925338745,0.03385838493704796,0.0,0.0,1.0,1.0
11-03-037-00209-800160,170437.375,37373.640625,0.020969731733202934,0.025524243712425232,0.0,0.0,1.0,1.0
11-03-037-00210-800161,157062.953125,34995.890625,0.03519875556230545,0.043452512472867966,0.0,0.0,1.0,1.0
11-03-037-00211-800162,156620.203125,36577.421875,0.0034918352030217648,0.005853958893567324,0.0,0.0,1.0,1.0
11-03-037-00211-800163,147403.1875,33168.57421875,0.040278851985931396,0.05454428121447563,0.0,0.0,1.0,1.0
11-03-037-00212-800165,175463.15625,40951.94921875,0.024738550186157227,0.03303281590342522,0.0,0.0,1.0,1.0
11-03-037-00212-800167,152707.859375,32368.50390625,0.0,0.0,0.0,0.0,1.0,1.0
11-03-037-00212-800168,155526.734375,36860.3671875,0.027468783780932426,0.03825198486447334,0.0,0.0,1.0,1.0
11-03-037-00213-800169,144006.046875,31659.984375,0.03941306099295616,0.05033052712678909,0.0,0.0,1.0,1.0
11-03-037-00213-800170,160425.25,36590.71875,0.012383650057017803,0.021448805928230286,0.0,0.0,1.0,1.0
11-03-038-00214-800171,166011.234375,35846.58203125,0.026286965236067772,0.03275439515709877,0.0,0.0,1.0,1.0
11-03-038-00214-800172,160440.359375,37638.3046875,0.028719089925289154,0.033756379038095474,0.0,0.0,1.0,1.0
11-03-038-00214-800173,163611.890625,35869.484375,0.027027027681469917,0.033640023320913315,0.0,0.0,1.0,1.0
11-03-038-00215-800174,181521.9375,40476.234375,0.0017108640167862177,0.0031365840695798397,0.0,0.0,1.0,1.0
11-03-038-00216-800175,157256.765625,33863.98046875,0.02323739044368267,0.030763136222958565,0.0,0.0,1.0,1.0
11-03-038-00216-800176,176305.21875,38497.52734375,0.020923832431435585,0.027787910774350166,0.0,0.0,1.0,1.0
11-03-038-00216-800177,128191.125,27310.154296875,0.054769087582826614,0.0763518214225769,0.0,0.0,1.0,1.0
11-03-038-00217-800178,169481.859375,38652.73046875,0.009685230441391468,0.011299435049295425,0.0,0.0,1.0,1.0
11-03-038-00217-800179,161182.5625,33901.30859375,0.08419405668973923,0.09107980877161026,0.0,0.0,1.0,1.0
11-03-039-00218-800181,171527.96875,40107.99609375,0.01834643818438053,0.028115320950746536,0.0,0.0,1.0,1.0
11-03-039-00218-800182,145287.8125,31487.376953125,0.058362070471048355,0.06922414153814316,0.0,0.0,1.0,1.0
11-03-039-00219-800183,151301.34375,32707.5546875,0.04901845380663872,0.06206653267145157,0.0,0.0,1.0,1.0
11-03-040-00220-800184,148099.46875,30914.703125,0.08553440123796463,0.0962325930595398,0.0,0.0,1.0,1.0
11-03-040-00221-800185,163204.0,35258.62890625,0.03680313006043434,0.045857202261686325,0.0,0.0,1.0,1.0
11-03-040-00222-800186,162191.078125,33898.3046875,0.024924859404563904,0.033501941710710526,0.0,0.0,1.0,1.0
11-03-040-00222-800187,160285.515625,34741.39453125,0.023627355694770813,0.02976468950510025,0.0,0.0,1.0,1.0
11-03-040-00223-800188,149190.265625,30590.708984375,0.08238605409860611,0.09407816082239151,0.0,0.0,1.0,1.0
11-03-041-00224-800189,183504.21875,42013.0625,0.0,0.0,0.0,0.0,1.0,1.0
11-03-041-00224-800190,167209.375,48686.5234375,0.04275092855095863,0.0556691437959671,0.0,0.0,1.0,1.0
11-03-041-00225-800191,164312.859375,36080.86328125,0.027449825778603554,0.035087719559669495,0.0,0.0,1.0,1.0
11-03-041-00226-800192,148833.34375,32390.728515625,0.06450872123241425,0.08080808073282242,0.0,0.0,1.0,1.0
11-03-041-00226-800193,132650.328125,30464.951171875,0.037308868020772934,0.04373088851571083,0.0,0.0,1.0,1.0
11-03-041-00226-800194,155199.1875,36220.82421875,0.0274259764701128,0.04244912043213844,0.0,0.0,1.0,1.0
11-03-041-00227-800195,148760.359375,35493.375,0.019904879853129387,0.02096177637577057,0.0,0.0,1.0,1.0
11-03-041-00227-800196,163317.015625,37540.1875,0.018276995047926903,0.024169107899069786,0.0,0.0,1.0,1.0
11-03-041-00228-800197,151239.78125,33172.875,0.0808001384139061,0.0997554138302803,0.0,0.0,1.0,1.0
11-03-041-00229-800198,156711.953125,34013.74609375,0.043448444455862045,0.05740876868367195,0.0,0.0,1.0,1.0
11-03-041-00230-800199,153524.796875,33924.69921875,0.060494858771562576,0.07422870397567749,0.0,0.0,1.0,1.0
11-03-042-00232-800201,155669.296875,31933.119140625,0.03955478593707085,0.056848783046007156,0.0,0.0,1.0,1.0
11-03-042-00233-800202,160308.625,35520.57421875,0.03743038326501846,0.04750417172908783,0.0,0.0,1.0,1.0
11-03-042-00233-800203,144268.140625,30338.962890625,0.05551304295659065,0.0671304315328598,0.0,0.0,1.0,1.0
11-03-043-00234-800204,114863.1953125,21760.28125,0.11998195946216583,0.1511050909757614,0.0,0.0,1.0,1.0
11-03-043-00234-800205,142438.046875,27916.3046875,0.10531442612409592,0.12465263158082962,0.0,0.0,1.0,1.0
11-03-043-00235-800207,162156.234375,33518.82421875,0.049615174531936646,0.060885101556777954,0.0,0.0,1.0,1.0
11-03-043-00235-800209,149818.78125,29121.53515625,0.0732882171869278,0.09420157223939896,0.0,0.0,1.0,1.0
11-03-043-00235-800210,140197.078125,26480.41796875,0.08651144057512283,0.1053793653845787,0.0,0.0,1.0,1.0
11-03-043-00236-800211,137064.40625,26532.39453125,0.12953539192676544,0.15861476957798004,0.0,0.0,1.0,1.0
11-03-043-00236-800212,155372.328125,38346.8515625,0.054255809634923935,0.06957057118415833,0.0,0.0,1.0,1.0
11-03-043-00237-800213,148518.0625,29789.77734375,0.06493624299764633,0.08107209950685501,0.0,0.0,1.0,1.0
11-03-043-00238-800214,139547.15625,27736.962890625,0.12073128670454025,0.14423468708992004,0.0,0.0,1.0,1.0
11-03-044-00239-800215,137807.28125,28286.716796875,0.09644430875778198,0.12074938416481018,0.0,0.0,1.0,1.0
11-03-044-00240-800216,142067.265625,29766.98828125,0.07923214882612228,0.0947849228978157,0.0,0.0,1.0,1.0
11-03-044-00241-800217,142769.25,30379.6484375,0.09693843871355057,0.1165112778544426,0.0,0.0,1.0,1.0
11-03-044-00241-800218,177398.171875,35992.9375,0.0029632211662828922,0.005752135068178177,0.0,0.0,1.0,1.0
11-03-045-00242-800219,162842.75,33775.6171875,0.05181463435292244,0.0663708746433258,0.0,0.0,1.0,1.0
11-03-045-00242-800220,146899.28125,32040.25,0.04275225102901459,0.056296057999134064,0.0,0.0,1.0,1.0
11-03-045-00243-800221,131499.109375,25614.8671875,0.1372276395559311,0.1664491593837738,0.0,0.0,1.0,1.0
11-03-046-00244-800223,159307.890625,31713.607421875,0.0335293747484684,0.046376872807741165,0.0,0.0,1.0,1.0
11-03-046-00245-800225,164191.515625,32802.11328125,0.028214547783136368,0.03945628181099892,0.0,0.0,1.0,1.0
11-03-046-00245-800226,172574.984375,36672.42578125,0.03310634195804596,0.04150595888495445,0.0,0.0,1.0,1.0
11-03-046-00245-800227,147349.65625,28302.9140625,0.11324944347143173,0.12694300711154938,0.0,0.0,1.0,1.0
11-03-046-00245-800228,143092.78125,28767.63671875,0.03320853039622307,0.04525476321578026,0.0,0.0,1.0,1.0
11-03-046-00246-800230,146206.015625,28959.67578125,0.06266538798809052,0.08208997547626495,0.0,0.0,1.0,1.0
11-03-046-00246-800231,136334.734375,26710.609375,0.09359029680490494,0.12058673799037933,0.0,0.0,1.0,1.0
11-03-047-00247-800232,127691.0546875,25662.65234375,0.13679954409599304,0.1618371307849884,0.0,0.0,1.0,1.0
11-03-047-00248-800233,135423.828125,26575.6015625,0.08530835062265396,0.10813996940851212,0.0,0.0,1.0,1.0
11-03-047-00249-800236,156590.875,31570.453125,0.06324339658021927,0.07842450588941574,0.0,0.0,1.0,1.0
11-03-048-00250-800237,143906.609375,28909.91015625,0.054945915937423706,0.07407116889953613,0.0,0.0,1.0,1.0
11-03-048-00251-800239,147732.5,29695.77734375,0.03193792700767517,0.038614217191934586,0.0,0.0,1.0,1.0
11-03-048-00252-800240,174099.609375,36146.53125,0.02259274758398533,0.030762817710638046,0.0,0.0,1.0,1.0
11-03-048-00252-800241,157023.15625,31503.966796875,0.023271577432751656,0.034116584807634354,0.0,0.0,1.0,1.0
11-03-048-00253-800242,183907.640625,39905.66796875,0.020704738795757294,0.02732101082801819,0.0,0.0,1.0,1.0
11-03-048-00253-800243,150001.515625,29249.0859375,0.030322296544909477,0.040397126227617264,0.0,0.0,1.0,1.0
11-03-048-00254-800245,172429.6875,35978.59375,0.01910984143614769,0.0246747937053442,0.0,0.0,1.0,1.0
11-03-049-00255-800247,129133.25,30787.484375,0.01602872833609581,0.018481211736798286,0.0,0.0,1.0,1.0
11-03-049-00255-800248,165151.40625,40446.23828125,0.0011816838523373008,0.0028064993675798178,0.0,0.0,1.0,1.0
11-03-049-00256-800249,126598.5703125,25551.76171875,0.040977563709020615,0.053197093307971954,0.0,0.0,1.0,1.0
11-03-049-00256-800251,152036.375,31977.84375,0.03127293288707733,0.0409257672727108,0.0,0.0,1.0,1.0
11-03-050-00259-800254,153744.140625,33739.2734375,0.03340961039066315,0.0425247885286808,0.0,0.0,1.0,1.0
11-03-050-00260-800255,139615.375,27743.171875,0.06985418498516083,0.08383256196975708,0.0,0.0,1.0,1.0
11-03-050-00260-800256,121773.734375,23996.4609375,0.1463993340730667,0.1685846447944641,0.0,0.0,1.0,1.0
11-03-051-00262-800257,158055.046875,32792.90234375,0.032739248126745224,0.04135993868112564,0.0,0.0,1.0,1.0
11-03-051-00263-800258,179455.546875,40842.47265625,0.017056822776794434,0.02120848372578621,0.0,0.0,1.0,1.0
11-03-051-00264-800259,176430.375,37414.33984375,0.04388744384050369,0.05226132646203041,0.0,0.0,1.0,1.0
11-03-051-00265-800260,149613.125,30891.046875,0.056061435490846634,0.06845858693122864,0.0,0.0,1.0,1.0
11-03-051-00265-800261,156625.796875,32713.69921875,0.06875451654195786,0.0812816172838211,0.0,0.0,1.0,1.0
11-03-052-00266-800263,189613.984375,40236.7734375,0.017715439200401306,0.023885628208518028,0.0,0.0,1.0,1.0
11-03-052-00266-800264,151203.296875,33903.375,0.02083856426179409,0.029312076047062874,0.0,0.0,1.0,1.0
11-03-052-00267-800265,147440.640625,29205.169921875,0.07408042252063751,0.09909755736589432,0.0,0.0,1.0,1.0
11-03-052-00267-800266,221165.546875,55328.36328125,0.005757719278335571,0.006622192449867725,0.0,0.0,1.0,1.0
11-03-052-00268-039386,129964.4921875,29063.123046875,0.029590103775262833,0.040261946618556976,0.0,0.0,1.0,1.0
11-03-052-00268-039387,138066.0,27279.69921875,0.058424558490514755,0.07657068222761154,0.0,0.0,1.0,1.0
11-03-052-00268-800267,204008.6875,44582.59375,0.00939775351434946,0.013809723779559135,0.0,0.0,1.0,1.0
